POLICY_ID,SUBSCRIPTION_LENGTH,REGION_CODE,SEGMENT
POL030440,11.5,C13,B1
POL050294,0.9,C8,C2
POL010382,6.3,C7,B2
POL047247,11.3,C2,B2
POL040128,4.1,C1,A
POL050903,5.4,C5,B2
POL002783,5,C2,B2
POL034409,7.4,C3,A
POL011443,5.2,C8,B2
POL044265,6.3,C16,A
POL041174,12,C2,Utility
POL043979,11.8,C8,B2
POL048664,1.8,C17,A
POL045252,0.8,C10,B2
POL019822,2.9,C5,A
POL047409,9.1,C13,A
POL058077,10.8,C3,B2
POL012415,4.3,C2,A
POL018984,7.9,C18,A
POL024664,5.1,C10,A
POL040531,0.6,C13,C2
POL038972,6.3,C10,A
POL025873,1,C3,A
POL038345,11,C19,B2
POL045671,10.7,C8,B2
POL050186,0.9,C10,C2
POL029543,0.1,C17,A
POL006741,1.5,C1,A
POL055080,10.3,C10,C1
POL035709,11.7,C8,C2
POL024078,3.1,C5,C1
POL000891,0.9,C5,B2
POL047993,11,C12,A
POL036452,10.3,C7,A
POL053831,0.5,C3,C2
POL000432,1.9,C3,Utility
POL013872,12.2,C13,C2
POL052503,8.5,C5,A
POL055392,6.9,C12,C2
POL019549,2.7,C3,B1
POL037950,1,C2,B2
POL017612,0.6,C8,Utility
POL011745,11.1,C8,C2
POL048719,5.9,C8,A
POL019738,5.4,C8,C2
POL002344,0.9,C5,C2
POL053499,1.8,C8,C2
POL025908,12.3,C8,B2
POL008794,4.2,C8,B1
POL004871,8.8,C9,A
POL003044,1.6,C12,B2
POL024329,11.9,C9,B2
POL034355,11.8,C2,A
POL016738,0.1,C3,B2
POL041424,7.4,C9,A
POL002858,4.7,C16,B2
POL045122,5.5,C5,B2
POL053185,7.2,C5,C2
POL029500,6.4,C5,A
POL053056,10.9,C11,B2
POL017348,6.6,C10,B1
POL029004,0.8,C8,B1
POL041208,6.7,C13,C2
POL009260,10.8,C2,C2
POL033393,5.3,C19,B1
POL002719,2.3,C10,B2
POL006768,0.9,C10,A
POL002812,11.2,C8,B2
POL051711,10.6,C2,C1
POL012996,7.1,C2,A
POL035747,2.6,C14,C1
POL003786,12.2,C8,C2
POL047281,2.6,C13,A
POL041118,4,C10,A
POL058318,11.5,C5,B2
POL037964,1.4,C6,B1
POL029806,0.4,C11,B2
POL053431,4.9,C2,A
POL014646,2.5,C8,B2
POL048021,2.9,C6,B2
POL042520,0.9,C10,B1
POL022468,3.7,C10,A
POL039156,11.8,C14,B2
POL037558,5.3,C18,B2
POL028604,0.6,C3,A
POL056097,4.5,C8,C2
POL032715,8.6,C3,A
POL024966,2.4,C3,A
POL043546,3,C8,C2
POL031564,12,C8,B2
POL005816,0.7,C3,B2
POL016453,10.9,C14,C1
POL022193,4.6,C9,B2
POL001341,10.6,C13,C2
POL052164,11.9,C5,B2
POL051608,10.2,C8,C2
POL003510,8.9,C3,A
POL021757,2.5,C8,A
POL019955,0.5,C2,A
POL037892,0.6,C8,B2
POL024980,2.1,C2,B2
POL057598,1.9,C10,A
POL035181,1.9,C1,C2
POL041444,0.9,C5,C2
POL041094,1,C5,C2
POL036751,7.8,C14,C2
POL040670,2.4,C3,B2
POL047530,0.3,C5,A
POL039585,7.7,C8,B2
POL017225,2.4,C8,B2
POL040636,1.3,C3,A
POL055244,11.6,C8,B2
POL049771,0.4,C14,A
POL016246,0,C14,C1
POL055076,4.7,C3,A
POL019896,2.8,C13,B2
POL012613,3.5,C7,A
POL050553,8.5,C3,C2
POL018884,4.5,C3,A
POL012922,1.5,C7,A
POL024372,4.3,C17,B2
POL027097,0.9,C3,B2
POL055565,12.2,C13,C1
POL005049,6.2,C2,A
POL035253,3.2,C14,C2
POL000053,10.8,C13,B2
POL016517,12,C8,C2
POL032007,2.1,C1,A
POL017817,10.3,C14,C2
POL046035,2.4,C8,A
POL030029,10.7,C5,A
POL051006,3,C2,A
POL016937,10.6,C2,C2
POL031909,2.6,C13,B2
POL054326,8.7,C6,A
POL001007,0.8,C3,A
POL049305,0.9,C7,B1
POL030836,2.8,C8,A
POL035714,5,C3,C2
POL002909,10.6,C8,C2
POL010655,8.5,C5,A
POL041843,8.6,C13,A
POL051125,0.9,C7,B2
POL003020,3.5,C15,A
POL026674,11.8,C5,C2
POL053715,11.2,C13,B2
POL043987,5.5,C3,A
POL041934,11.4,C9,C2
POL028177,1,C2,C1
POL050778,11.8,C12,C2
POL034719,2.5,C10,A
POL054578,0.1,C7,Utility
POL042213,1.8,C3,A
POL023105,0.6,C3,B2
POL050642,2.7,C2,C1
POL038556,2,C5,A
POL027365,11.9,C8,B2
POL052186,12.1,C8,C2
POL028717,0.5,C5,A
POL031290,11.6,C14,C2
POL016764,6.5,C12,B2
POL019059,0.8,C13,B2
POL007912,1.8,C8,C2
POL032161,6.6,C18,A
POL018421,11.1,C8,B2
POL031608,11.4,C2,B2
POL041229,10.5,C8,B2
POL052629,1.8,C20,A
POL010748,1.6,C8,B1
POL042410,12.2,C14,C1
POL007620,0.5,C1,B2
POL037010,8.8,C8,B1
POL025407,5.1,C8,C2
POL020408,2.1,C3,A
POL022112,1.1,C8,C2
POL002211,4.7,C2,C2
POL055192,1.5,C5,B2
POL034840,11,C8,C1
POL026210,7.5,C3,A
POL040530,0.6,C2,B2
POL019060,11,C9,A
POL039446,6.8,C13,A
POL025676,11.8,C3,C2
POL018245,11.1,C14,B2
POL043762,7.1,C3,A
POL045847,10,C8,C2
POL022049,0.3,C8,B2
POL053008,5.9,C5,C2
POL002261,5.9,C2,B2
POL048984,5,C14,A
POL006805,4.8,C8,B1
POL037168,5.6,C5,A
POL021908,9.7,C2,C1
POL026688,3.8,C2,C2
POL037997,11.2,C19,B2
POL017947,0.5,C10,C2
POL043252,5.2,C9,A
POL049772,12.2,C12,B2
POL029026,10.4,C3,A
POL013682,10.3,C5,B2
POL042768,5.3,C7,B1
POL016133,3.2,C2,B1
POL026168,3,C14,B2
POL053472,10.7,C8,B2
POL026247,10.1,C2,B2
POL056517,2.4,C10,A
POL019962,0.9,C10,C2
POL052524,11.9,C14,A
POL056514,10.5,C8,C2
POL014845,0.4,C16,A
POL001513,11.9,C2,B2
POL045599,0.8,C5,B2
POL004796,3.5,C8,B2
POL041470,0.1,C3,A
POL000170,8.6,C5,A
POL048737,11.1,C8,B2
POL011033,11.2,C3,C2
POL019336,12,C13,A
POL057172,11.3,C5,B1
POL010292,5.4,C9,A
POL035213,6,C8,C2
POL040523,2.4,C3,A
POL006820,8.3,C2,B2
POL014293,8.4,C18,A
POL052291,2.1,C12,A
POL027980,5,C10,B2
POL025505,0.7,C8,C2
POL007752,0.8,C10,A
POL056832,10.4,C5,Utility
POL019283,5.5,C2,A
POL015752,0.1,C8,C2
POL037383,2.1,C2,A
POL028962,9,C3,A
POL005805,10.3,C5,C1
POL052923,10.9,C8,C2
POL033319,8.6,C5,C2
POL049877,9.9,C5,A
POL058009,11.6,C21,A
POL005284,6,C10,B2
POL017907,11.1,C8,B2
POL009577,11.3,C2,B1
POL034287,10.2,C8,B2
POL023175,3,C3,B2
POL019725,11.4,C14,B1
POL049085,3.8,C10,A
POL050953,1.6,C1,C2
POL012562,0.2,C2,C2
POL034133,0.2,C5,C2
POL006330,10.9,C3,B2
POL054754,1.9,C19,C2
POL007571,0.9,C5,C1
POL013742,0.5,C3,A
POL022039,0.3,C9,A
POL027719,6.8,C10,A
POL040676,10.5,C8,C1
POL013952,2.2,C13,A
POL051388,0.3,C3,C1
POL050367,2.3,C3,A
POL005991,0.8,C14,B1
POL051280,10.1,C8,B2
POL028777,9.5,C8,B2
POL013127,2,C11,B1
POL040274,11.2,C8,C2
POL044840,2.2,C2,A
POL053707,10,C8,B2
POL040713,12.3,C8,B2
POL047779,5.4,C10,B2
POL031117,9,C1,A
POL041322,2.9,C5,C1
POL018755,1,C9,B2
POL049040,9.9,C19,A
POL045626,11.8,C21,C2
POL055798,11.5,C14,C2
POL027080,7.7,C2,C1
POL037384,6.5,C6,B2
POL045558,7.6,C3,A
POL035297,10.9,C3,C2
POL023294,10.7,C3,A
POL001883,2.6,C3,A
POL018579,8.4,C2,B2
POL025712,11.8,C14,B2
POL008629,1.3,C22,A
POL002607,8,C2,A
POL058057,11.7,C8,B1
POL045058,3.2,C8,B2
POL030299,5.2,C1,A
POL054256,2.4,C13,C2
POL057432,12.5,C8,C2
POL019278,0.9,C1,B1
POL023561,3.2,C2,A
POL022824,1.5,C8,C2
POL052858,10.7,C8,C2
POL052507,10.5,C14,C1
POL046380,7.9,C8,B2
POL013868,11.3,C8,B2
POL004409,9.9,C9,A
POL004074,5,C2,B2
POL004795,3.3,C2,A
POL011157,7.5,C5,B2
POL030174,3.7,C11,Utility
POL050117,11.9,C9,B2
POL007484,2.3,C10,C2
POL044955,1,C7,A
POL033446,0.6,C2,C2
POL013805,8.7,C9,A
POL023038,11.2,C7,C1
POL003768,7.2,C8,C2
POL016790,2.9,C9,A
POL039715,3.1,C5,A
POL007286,10.6,C2,B2
POL019692,3.6,C13,C2
POL023853,10.6,C3,B2
POL021447,10.1,C11,A
POL012059,3.9,C8,C2
POL006101,6,C5,A
POL026918,11.4,C9,B2
POL002650,6.4,C8,C2
POL006155,0.9,C13,C2
POL044547,3,C8,B1
POL024618,6.7,C2,C1
POL007652,6.4,C13,B2
POL052720,2.9,C2,C2
POL058204,0.2,C8,Utility
POL030287,10.3,C2,C2
POL029173,11.8,C3,B2
POL034529,0.9,C7,B2
POL024103,0.8,C7,B2
POL013954,3.8,C9,A
POL047795,4.8,C4,B2
POL045232,12.4,C11,B2
POL051844,8.2,C5,B1
POL054272,10.2,C8,C2
POL056274,12.4,C8,B2
POL007548,5.8,C10,B2
POL054339,3.2,C2,B2
POL040879,0.9,C8,B2
POL053022,2.8,C5,A
POL058302,7.5,C1,A
POL012477,7,C8,C2
POL051933,7.5,C8,C1
POL043723,11.6,C8,A
POL016468,11.9,C8,C1
POL010044,0.9,C3,A
POL032593,8.6,C2,C2
POL041204,0.4,C8,C2
POL010198,10.7,C8,B2
POL031080,11.7,C8,A
POL028360,11.9,C15,B1
POL009146,4.4,C5,Utility
POL040666,0.9,C10,B2
POL056110,1,C5,A
POL013877,0.4,C8,A
POL022322,5.3,C3,A
POL057987,3,C7,A
POL013631,2.1,C5,A
POL043383,3,C16,A
POL039326,3.3,C2,A
POL037996,8.5,C8,B2
POL005846,10.4,C14,Utility
POL040765,11.7,C8,B2
POL035649,11.5,C2,C2
POL027487,6.5,C5,B2
POL051706,5.4,C2,B2
POL054491,3.4,C5,A
POL030522,5.5,C8,C2
POL034804,11.6,C8,B2
POL021171,4.1,C3,B2
POL053315,10,C12,B2
POL007651,8.7,C8,B1
POL037625,8.3,C13,C2
POL024515,7.8,C8,B1
POL027594,4,C5,A
POL042871,12.2,C8,C2
POL047492,7.7,C2,B2
POL016183,0,C5,A
POL024510,10.6,C3,C2
POL054882,0.2,C7,C2
POL053055,1,C5,A
POL008951,10,C1,A
POL038012,1.1,C3,A
POL056776,0.5,C3,B2
POL003928,6,C7,A
POL039894,5.5,C13,B2
POL002966,2.5,C8,B2
POL037712,11,C3,A
POL053391,10.8,C1,C1
POL016437,1.2,C8,C2
POL057822,1,C8,B1
POL009580,0.9,C1,B2
POL041891,6.8,C10,A
POL033512,6.5,C2,A
POL051674,4.7,C3,A
POL034633,8.3,C2,B2
POL001813,4.3,C2,C2
POL002497,0.9,C10,C1
POL052119,11.6,C8,B2
POL027095,0.4,C16,A
POL011514,10.4,C14,A
POL044484,1,C13,B1
POL038302,10.7,C3,B1
POL003180,3.7,C1,C1
POL011909,8.8,C3,A
POL047465,8.1,C9,A
POL052440,10.6,C8,C2
POL057855,2.9,C19,B1
POL014482,6.5,C10,A
POL018328,4.9,C14,C2
POL021913,0.9,C10,A
POL041735,6.4,C8,B1
POL053835,2.8,C3,C2
POL051892,0.8,C10,B2
POL039252,0.8,C5,B2
POL036926,10.1,C8,C2
POL051670,10.5,C3,C2
POL055781,9,C2,B2
POL038259,0.9,C15,B2
POL045443,6.2,C3,A
POL040377,5.4,C9,B2
POL043578,10.3,C8,B2
POL025611,1.9,C2,B2
POL031111,10.1,C15,B1
POL032707,12.3,C8,B1
POL055162,6.3,C3,A
POL030775,10.2,C8,B2
POL003015,0.7,C2,A
POL016834,10.5,C2,C2
POL013645,10.3,C14,B2
POL018786,2.3,C12,B2
POL051725,10.1,C6,B1
POL041552,0.6,C9,A
POL016474,5,C2,C2
POL017198,12.4,C7,C2
POL006094,10.4,C13,C2
POL049747,3.6,C5,C1
POL057288,6.3,C8,C2
POL012750,5,C1,C2
POL025042,8.4,C4,C2
POL028018,10.7,C8,B2
POL017187,6.6,C3,A
POL019204,1.5,C2,B2
POL022102,11.2,C8,B2
POL036984,11.8,C8,B2
POL030684,6.9,C9,A
POL010833,10.5,C9,B1
POL031483,0.9,C7,C1
POL007136,0.8,C3,C2
POL049727,12.4,C8,A
POL050862,0.7,C8,C2
POL041980,1.9,C15,B1
POL014032,5.7,C14,C2
POL027020,5.8,C9,Utility
POL027871,12.2,C2,C2
POL006207,2.3,C2,B2
POL020101,1.4,C10,A
POL031342,10.6,C14,C2
POL031297,0.6,C3,A
POL039998,0.7,C14,A
POL036243,12.1,C8,C2
POL016433,1.1,C9,A
POL030445,7.2,C2,A
POL008328,12.1,C9,B1
POL004343,0.6,C10,A
POL031893,2.3,C5,A
POL013488,1.7,C1,A
POL002996,0.8,C5,B1
POL010270,0,C13,B2
POL034281,10.2,C18,A
POL043916,5.2,C5,B2
POL051527,0.9,C5,B2
POL041314,6.4,C12,A
POL013980,6.1,C5,B1
POL024588,11,C9,C2
POL028658,7.6,C8,C2
POL038191,0.3,C7,A
POL032845,0.3,C2,A
POL044909,10.2,C5,A
POL049450,0.6,C8,B2
POL005626,1.8,C2,B2
POL017699,11.6,C8,C2
POL024545,4,C2,C2
POL019553,10.2,C8,B1
POL022893,10,C8,B2
POL005964,5.7,C5,B2
POL006057,10.3,C8,B2
POL046878,5.3,C5,C2
POL034457,10.6,C2,Utility
POL035599,6,C5,C2
POL039504,12.4,C14,B2
POL014112,5,C5,A
POL029000,10.1,C12,C2
POL046625,9.4,C17,A
POL018891,5.5,C15,C2
POL037843,12,C8,B2
POL019461,0.8,C6,B2
POL056692,0.9,C5,C1
POL017288,1,C3,A
POL055361,2.4,C6,B1
POL057455,9.5,C9,B2
POL026507,10,C13,B2
POL051532,2.1,C10,A
POL032264,5.2,C13,A
POL023820,2.1,C8,C2
POL004536,10,C2,B2
POL007104,5.5,C10,A
POL011510,2,C9,C2
POL032649,10.5,C2,B2
POL015834,1,C10,B2
POL022425,0.8,C9,B2
POL021776,10.7,C10,B2
POL014714,2.3,C8,A
POL024171,4.6,C11,A
POL022989,1,C19,B2
POL006765,8,C16,A
POL055973,10.3,C8,Utility
POL056408,11.5,C8,B2
POL020847,2.3,C9,A
POL051672,1.7,C11,A
POL004103,0.3,C8,C1
POL036620,7.5,C2,C2
POL002747,0.8,C9,B2
POL056570,7.8,C16,A
POL011534,5.3,C3,A
POL027587,5.4,C2,B2
POL025491,0.2,C3,A
POL038315,4,C8,C2
POL013304,10.1,C8,B2
POL023490,11.4,C22,Utility
POL027639,4.5,C3,A
POL056284,0.1,C2,A
POL020845,0.3,C8,B1
POL057696,10,C9,A
POL004650,7.8,C2,A
POL054958,0.7,C5,C2
POL022333,2.7,C8,B2
POL006368,3.3,C8,C2
POL025914,2,C8,C2
POL045379,10.4,C1,A
POL037791,2.1,C9,A
POL010741,6.4,C10,C2
POL056526,12.1,C13,B2
POL051009,1.6,C17,B2
POL035424,8.4,C17,C2
POL025886,7,C8,B2
POL000120,4.7,C14,C2
POL041170,10.6,C13,B2
POL003451,10.5,C6,B2
POL053856,0.8,C2,A
POL000633,11.7,C8,C2
POL021608,5.7,C2,A
POL016110,9.1,C3,A
POL037827,0.6,C19,C1
POL007063,10.2,C3,A
POL023376,11.8,C5,C2
POL011068,11.6,C2,C2
POL043908,1.1,C2,C2
POL056348,10.2,C3,C2
POL041706,3.7,C3,B2
POL036369,2.9,C10,B2
POL024804,7.8,C1,B1
POL020835,0.2,C2,C2
POL001405,3.4,C8,A
POL005084,4.1,C8,B2
POL027003,3.1,C8,B2
POL045473,11,C8,C2
POL030464,9.1,C8,B2
POL002223,2.2,C7,A
POL057804,8.8,C3,A
POL048375,12.5,C13,B1
POL013233,12.2,C2,B2
POL050188,5.7,C13,B2
POL012082,6.5,C8,B1
POL015864,8.2,C13,B2
POL003602,0.1,C5,A
POL006407,5.2,C5,C2
POL048698,10,C5,C2
POL014017,12.1,C8,C2
POL039069,5.9,C8,C2
POL001389,12.2,C8,C2
POL054428,2,C8,B2
POL053588,7.6,C9,C2
POL006297,10,C2,C2
POL051123,3.3,C2,B2
POL031573,3.3,C8,Utility
POL052032,0.5,C8,C2
POL024243,1.7,C2,B2
POL052909,10.1,C5,B2
POL025144,9.1,C5,A
POL012208,5.4,C3,A
POL010081,10.3,C7,C2
POL036485,12,C8,A
POL007381,12.3,C8,B1
POL029540,11.6,C17,B2
POL031728,2.9,C3,A
POL019555,0.6,C2,B2
POL052871,7.3,C17,A
POL016906,11,C2,B2
POL025784,8.9,C3,A
POL007938,0.9,C3,B1
POL029331,7.8,C11,A
POL055599,12.3,C8,Utility
POL036711,4.2,C9,C2
POL036734,10.5,C14,B2
POL049763,0.5,C3,A
POL011174,10.3,C8,B2
POL057636,4.6,C8,C2
POL049121,5.5,C5,B2
POL018418,0.5,C19,C2
POL036091,8.8,C8,C1
POL004158,10.5,C12,B2
POL046043,10.5,C12,B2
POL038967,0.9,C8,B2
POL018468,1.5,C7,B2
POL043412,7.6,C5,B2
POL033513,11.6,C8,B2
POL058043,4.6,C15,A
POL013293,7.5,C9,A
POL045436,12,C8,B1
POL037237,5.3,C3,B2
POL007618,12.2,C6,C2
POL015762,3.5,C17,B2
POL007118,5.3,C7,A
POL027028,12.5,C8,C2
POL011458,12.1,C11,B2
POL056253,2.3,C5,B2
POL028035,7.5,C8,C2
POL036838,12.4,C14,B2
POL058199,12,C14,B2
POL013583,4.2,C13,A
POL019674,1.7,C3,A
POL009102,4.4,C12,A
POL038977,6.6,C5,A
POL034522,0.5,C8,B2
POL015678,7.6,C9,C2
POL042602,0.1,C2,A
POL027548,2.7,C9,C1
POL000971,2.2,C10,A
POL033276,6.4,C2,B1
POL056138,5.2,C8,C2
POL054542,10.5,C3,B2
POL055625,5.8,C2,C2
POL039580,8.1,C3,A
POL042369,10.7,C8,B2
POL055708,7.8,C3,A
POL010435,2.9,C19,B1
POL055577,0.9,C7,B2
POL049012,10.3,C7,B2
POL018220,11.8,C13,C2
POL004568,2,C13,B2
POL003880,11.4,C3,B2
POL007098,10.7,C7,B2
POL004950,4.1,C8,B1
POL009505,6.1,C13,A
POL030485,8.9,C14,Utility
POL025971,0.3,C14,B2
POL031892,9,C5,C2
POL020001,3.8,C3,C2
POL028064,11.5,C8,C2
POL021115,10.9,C14,B2
POL014786,6.1,C8,C1
POL013239,2.8,C9,B2
POL028426,7.5,C7,B2
POL047622,3.5,C2,B2
POL031356,10.9,C13,B2
POL023445,1.7,C12,C2
POL019493,11.9,C8,Utility
POL004879,11.6,C8,C2
POL018935,1.8,C8,B2
POL047091,1.3,C2,A
POL009532,2.4,C3,B1
POL028948,5.7,C9,B2
POL025459,1.1,C3,A
POL012556,3.3,C12,A
POL016162,1.7,C22,B2
POL019096,5.4,C14,B1
POL016371,4.3,C2,C2
POL009941,1.7,C9,A
POL016137,1,C10,B2
POL002913,12.5,C8,B2
POL011762,2.8,C12,A
POL047609,5.4,C12,B2
POL053292,4.7,C13,C1
POL032834,8.4,C13,C2
POL006923,8,C8,B2
POL040962,0.5,C8,B2
POL005111,0.3,C14,A
POL051714,1.9,C5,B2
POL043090,1.9,C3,A
POL046745,8.8,C12,B2
POL054537,4.1,C2,B2
POL021850,8.4,C16,A
POL050194,12.2,C8,B2
POL053255,11.6,C9,B2
POL047850,10,C2,B2
POL027096,3.1,C9,A
POL048641,0.5,C3,A
POL021726,12.4,C19,A
POL031481,1.9,C8,C2
POL008715,1.5,C2,C2
POL035867,6.7,C5,C1
POL040570,6.4,C2,B1
POL019661,6.9,C9,A
POL016445,10.8,C2,C1
POL047177,1.6,C22,A
POL029195,0.9,C13,A
POL028631,2.1,C2,B2
POL048119,8.6,C3,A
POL019998,1.4,C3,A
POL056535,10.2,C8,B2
POL049963,11.9,C12,A
POL035417,1.8,C5,B2
POL044217,1.1,C12,A
POL047075,5.4,C8,A
POL044731,12.4,C17,B2
POL023732,0.3,C10,A
POL023777,5.4,C1,A
POL022735,10.1,C8,C2
POL008254,2.6,C5,B2
POL022187,6.4,C1,A
POL014788,10.7,C8,B2
POL054313,8.8,C9,A
POL041789,7.8,C20,C2
POL042903,5.4,C8,B2
POL019918,11,C13,B2
POL035843,6.4,C8,B2
POL016293,1.8,C8,C2
POL004246,3.1,C13,B2
POL014003,2.5,C16,B2
POL025358,12.3,C8,C2
POL038658,0.1,C8,Utility
POL002548,0.5,C2,A
POL002326,1,C15,C2
POL048978,1.3,C7,C2
POL027547,7.2,C2,C1
POL032738,6.1,C9,A
POL001744,0.1,C11,A
POL014188,2.8,C3,C2
POL023013,0.5,C2,A
POL044936,0.2,C13,B2
POL022827,4.3,C19,Utility
POL025951,0.2,C2,C2
POL015019,7.3,C2,B2
POL048097,12.3,C5,B2
POL028202,0.9,C10,C2
POL055151,11.4,C2,A
POL039395,2,C8,C2
POL026219,12,C7,B2
POL035145,6.1,C13,B2
POL005883,9.7,C1,A
POL021909,11.9,C2,C2
POL035961,11.6,C8,B2
POL001152,11.9,C8,C2
POL002334,10.5,C2,C2
POL049541,6.1,C3,A
POL033795,5.5,C5,B2
POL015195,6.5,C9,C2
POL047396,1.7,C1,A
POL035753,10.1,C5,C2
POL027181,2.9,C10,B2
POL008160,1.4,C1,C2
POL003657,10,C8,A
POL058528,12.3,C6,B2
POL004313,10.7,C8,C2
POL055829,10.6,C2,C2
POL016102,11.5,C8,C2
POL026770,1.3,C9,C2
POL036540,12.5,C3,B2
POL013850,5.5,C7,C2
POL041644,2.6,C8,B1
POL032613,0.8,C6,B2
POL003963,9.9,C3,B1
POL019382,0.6,C22,A
POL023291,4.9,C2,B2
POL019455,3.5,C5,B1
POL014617,11.1,C8,B2
POL011353,12.4,C13,C2
POL033061,10.6,C7,B2
POL019849,2.5,C13,A
POL014381,10.2,C3,C2
POL056587,0.8,C8,C1
POL022334,3.2,C16,A
POL041015,11.1,C13,C2
POL050198,9.4,C2,C1
POL020160,11.8,C8,B2
POL041871,11.3,C2,A
POL053342,11.5,C8,A
POL002217,0.1,C13,B2
POL037515,1,C5,C2
POL037754,0.1,C8,B1
POL050748,10.6,C14,B2
POL040033,2.4,C15,A
POL037913,3.7,C13,B2
POL051759,9.1,C2,A
POL051308,0.9,C3,Utility
POL043659,8.3,C5,A
POL022290,6,C14,C2
POL022303,11.9,C14,B1
POL030247,0.6,C3,A
POL006728,5.6,C8,B2
POL055095,0.4,C8,C2
POL050362,2.2,C5,B2
POL008809,0.9,C10,A
POL009306,1.2,C7,A
POL024023,11.3,C12,B2
POL038389,2.7,C9,C2
POL042486,11.8,C8,B2
POL002521,7.8,C19,B2
POL007653,2.3,C17,B1
POL052095,10.1,C8,B2
POL015161,11.4,C9,C2
POL023601,12,C13,C2
POL015962,0.1,C14,B2
POL013705,2.8,C9,B2
POL030370,3.3,C11,A
POL005684,5.1,C2,C2
POL054663,11.3,C5,C2
POL055459,9.8,C11,B2
POL005831,12,C14,C2
POL032568,5,C5,C2
POL024192,12,C8,B2
POL030572,0.9,C2,C2
POL002257,5.1,C15,A
POL021000,3.1,C8,B2
POL054431,3.2,C8,B2
POL020085,1.1,C14,C2
POL009224,2.4,C8,C2
POL055424,3.5,C3,C2
POL052681,0.2,C6,C2
POL023640,12.2,C8,B2
POL002115,10,C1,B2
POL032887,3.9,C11,A
POL013918,7.2,C5,A
POL014478,0.4,C6,C2
POL015719,8.4,C9,A
POL017175,5.1,C9,A
POL041801,3.7,C8,C2
POL011403,3.8,C2,B2
POL007612,1.9,C5,C2
POL022197,12.5,C3,B1
POL056717,3.6,C9,A
POL029291,9.5,C12,C2
POL052635,0.4,C5,A
POL029771,12.5,C13,B1
POL009075,6.2,C9,A
POL046857,1.3,C18,A
POL011697,10.9,C2,C2
POL019618,4.7,C8,B2
POL014183,1.4,C8,C2
POL008644,1.9,C8,B2
POL025109,10.5,C12,B2
POL022543,9.2,C9,A
POL025125,5.4,C5,A
POL034096,8.8,C5,A
POL009918,11.7,C5,B2
POL045338,11.7,C8,B2
POL027186,10.1,C8,B2
POL037071,0.9,C1,C1
POL042343,0.6,C3,A
POL008954,7.3,C2,A
POL039563,10.4,C11,B2
POL002508,0.1,C5,A
POL016127,0.6,C2,A
POL004391,12.4,C8,C2
POL024226,11.7,C14,C2
POL008394,1,C5,B2
POL004593,1.1,C5,A
POL055354,0.8,C3,C2
POL013028,11.3,C11,B2
POL014689,11,C19,C2
POL028477,10.2,C8,C2
POL032964,10.4,C8,C1
POL008123,0.9,C9,B2
POL007871,4,C1,A
POL023215,12.2,C19,C2
POL003115,2.7,C19,B2
POL007052,9.1,C6,C2
POL039669,0.5,C5,A
POL010595,11.2,C15,B2
POL057747,5.9,C1,A
POL048182,1.8,C5,C2
POL048437,6.7,C19,A
POL019288,5.3,C3,B2
POL055568,4.6,C2,B2
POL004587,1,C10,C2
POL012936,4.1,C19,A
POL050776,4.9,C5,A
POL046908,9.5,C12,B2
POL056011,5.5,C9,C2
POL013775,3.5,C8,C2
POL041802,0.9,C2,B2
POL001415,5.2,C20,B2
POL053318,6.5,C10,A
POL004357,11.5,C4,C1
POL025008,1.6,C14,B1
POL055766,11.5,C8,C2
POL020622,5.3,C2,B2
POL044882,5.3,C13,C1
POL055252,8.3,C4,B2
POL028757,7.4,C8,A
POL016399,3.3,C4,A
POL012012,10,C8,B1
POL010515,5.7,C3,A
POL023589,6.5,C12,A
POL012532,4.6,C3,A
POL046540,6.4,C2,A
POL023663,12.3,C14,B2
POL013041,10.9,C15,C2
POL022144,4.9,C10,C2
POL051804,11,C3,C2
POL030373,4.1,C8,C2
POL042068,7.6,C8,A
POL015110,2,C2,C2
POL021680,2.7,C2,B2
POL027092,10.5,C8,C2
POL026397,10.1,C8,C2
POL058001,1,C8,C2
POL036508,2.8,C12,B2
POL026040,11.8,C2,B2
POL054694,11.7,C10,B1
POL002420,0.5,C8,C2
POL036765,0.3,C3,C2
POL037731,2.6,C3,A
POL035538,10.7,C8,C2
POL058580,10.8,C9,B2
POL050824,11,C8,B2
POL053995,5,C7,B2
POL013824,9.7,C14,C2
POL003916,3.7,C5,A
POL058054,10.7,C8,A
POL052531,5.5,C3,A
POL001354,0.1,C8,C1
POL034778,12.1,C8,B2
POL012336,11.1,C8,B2
POL042296,5.3,C2,A
POL043859,5.9,C10,A
POL045475,3.7,C8,C2
POL054869,2.4,C7,A
POL046570,12.3,C8,C2
POL007225,0.7,C5,A
POL042396,0.5,C3,A
POL002653,2.8,C10,A
POL034223,10.7,C8,B2
POL051848,10.3,C14,C1
POL000565,5.4,C2,Utility
POL049873,3.6,C8,A
POL027975,4.2,C13,A
POL026875,0.5,C2,B2
POL028818,3.8,C14,B1
POL038848,2.4,C5,C2
POL018525,7.6,C3,A
POL005203,10.2,C5,C2
POL008673,9.5,C12,A
POL007748,13.5,C7,B2
POL056838,0.9,C13,C2
POL040046,4,C2,A
POL000758,3,C1,A
POL012332,10.5,C8,B1
POL047083,3.7,C14,B2
POL027138,3.9,C9,A
POL010580,1.9,C17,C2
POL050541,0.9,C3,A
POL054772,3.9,C8,C2
POL015316,10.9,C19,C2
POL040221,1.9,C5,B2
